"code","iso","country","OZD.raw.1990","OZD.raw.1991","OZD.raw.1992","OZD.raw.1993","OZD.raw.1994","OZD.raw.1995","OZD.raw.1996","OZD.raw.1997","OZD.raw.1998","OZD.raw.1999","OZD.raw.2000","OZD.raw.2001","OZD.raw.2002","OZD.raw.2003","OZD.raw.2004","OZD.raw.2005","OZD.raw.2006","OZD.raw.2007","OZD.raw.2008","OZD.raw.2009","OZD.raw.2010","OZD.raw.2011","OZD.raw.2012","OZD.raw.2013","OZD.raw.2014","OZD.raw.2015","OZD.raw.2016","OZD.raw.2017","OZD.raw.2018","OZD.raw.2019"
36,"AUS","Australia",4.58302067819824,3.97697042885579,3.25273672617943,3.13072033773988,2.95944472496446,3.12035267737374,3.2724928036916,3.4668991809888,3.43043103253695,3.29584340733638,3.0249160219659,3.93394416401251,3.78504746083834,3.55530561074036,2.49070014128538,2.54712857980401,2.6819233400742,2.61513797602171,2.41995466554505,1.92273172504011,1.80043509396114,1.79200263692985,2.29443463774775,2.68980114838621,2.77968721406063,2.80674022811047,3.06257378737042,2.14430687732376,3.3975473036836,3.67088620917749
40,"AUT","Austria",20.6843522295341,21.795142538636,22.1612452413583,23.5509746917516,22.0531656650083,21.6037854781576,20.4966960817852,21.0359322905602,21.1680976847162,22.8811402633965,23.1448277314012,24.9259441311499,29.187556174422,29.9890839890111,28.7811767802971,24.7233260835151,25.0820239071801,24.1952410295684,22.430518535443,21.0327548911145,21.1214763162782,21.421224952079,22.4353514462525,22.7027218399175,23.656940742672,23.1040560101474,22.7907141130113,21.0893805678531,22.3464930999589,22.2261868493336
31,"AZE","Azerbaijan",47.617278920967,48.9284556838374,50.5811237368173,52.5525729982763,55.8577211917608,56.4826921543086,50.9610842260798,46.3876179980472,42.8852062821856,41.3292187801303,37.2267158006334,30.9805759440156,29.2674349947801,28.072399690252,27.4527991337378,25.1308848958181,25.7692938537757,27.1810137885353,29.9796020535807,28.9146497381814,26.2163021399096,28.5930239889055,30.6033060045608,33.2001109102374,33.777976931169,34.288651376499,37.2935134715056,37.0360109655966,36.8890784361338,37.2140499192204
44,"BHS","Bahamas",6.48587844151489,7.77618789230951,8.40963488778729,8.77856804882736,8.33080071757868,7.61633569109185,8.86035927668494,10.2492500896698,11.6720600297546,12.3250729330081,10.2534734145279,9.22654016094296,8.14139906692692,8.39406234012717,8.91519680052692,9.47103483523044,9.92253535580108,9.31371279345811,8.35243507781051,8.82934742805354,9.32105374076174,9.53763814603947,8.63778068710771,8.50602432623036,6.92964153634367,6.36535787455641,5.56252009912706,5.82379439635078,5.99204742248841,5.55451168165807
48,"BHR","Bahrain",116.840617737287,115.493691882795,114.196483218425,107.036608632804,110.973374108963,114.681832292933,117.639610105065,116.860438724529,122.778895316912,128.780178767125,112.751708347133,91.666312525036,101.90357825132,123.819367968996,119.311461626541,115.351739573513,108.375558471826,119.392837538021,117.506762493652,96.4144328886807,78.356850090298,69.3531747529442,70.0450521938091,64.7436827327575,58.5450038773035,61.3732416291634,65.4422183793769,68.9478993394419,64.9720959797149,65.8287459912033
50,"BGD","Bangladesh",180.818172170664,171.869406047325,172.807238965855,184.472079360365,182.274798030754,190.662378997127,188.576175140855,191.474864721969,190.852989041855,192.931910288786,185.480941166121,175.286733569879,168.788797163653,179.63427815573,177.746443839726,177.951692972067,176.7155635386,184.227532175929,177.981804880934,158.863201230886,159.078128914247,153.812524284059,152.440196194474,146.677710488594,140.464823142407,131.6726567981,133.258663553577,138.93091310365,145.038703819203,145.776618694588
52,"BRB","Barbados",2.22144333545155,2.27248280195274,2.54839017718462,2.79017736360884,2.05430447784879,1.71257568276867,1.16717265761569,1.19456797924028,1.08332169294501,1.11155761342168,0.636547473737024,0.987239381574248,0.861488054251459,0.973703722100851,0.44012889027473,0.241555875543181,0.272266302325367,0.312361044935702,0.357625327885045,0.297651417700634,0.150321447790441,0.11397137870171,0.126954819337327,0.166234967832435,0.139018548859296,0.0743171872929995,0.0439696315907348,0.00532640621073846,0.0407899503042026,0.0382540716848847
112,"BLR","Belarus",42.5890592106153,46.6094078880908,44.4332933615213,46.5917448084726,41.4027761250485,47.0386254179311,45.6592478567074,38.7351284854715,35.9884006470037,35.6573075845804,36.2477382415323,37.1338223296514,35.7394519664546,31.5852528813682,27.8654171626101,26.0571611020201,22.4912913911886,19.1288114543268,16.2138835413776,15.0520170569078,14.0455067983789,14.7872658505853,12.3851077035199,10.9927106359436,9.81712664259896,10.2388510551541,8.90719728766619,7.28991750378911,8.89966617577341,8.74051584503465
56,"BEL","Belgium",19.725588936287,19.7860561538785,13.9154804836548,20.9440848207617,22.9382593568797,27.7449961430904,25.1691576409537,23.1789503205136,24.2482433279275,21.2371494804621,21.7417693300292,18.2655101391012,28.2035688106154,28.4212161429841,28.5234336851107,24.6407750993051,21.27865426617,20.2542416926448,17.4759308209577,18.0673081167072,17.6373077894626,16.0310290548854,17.5575217006281,19.5494774827757,20.4668831007675,18.4689492052897,16.4348921636446,15.1156432132819,17.9895722537268,18.2220866807248
84,"BLZ","Belize",14.6267946394124,13.6491933382501,13.3742850383662,12.8674034538793,14.3911776510353,17.4402918327977,16.9755412372569,16.1909481461418,19.3832378486301,25.2053457798337,24.8469704987895,25.3435965564567,22.4161154917781,23.7682676769931,18.5219058704241,16.4137646066265,16.7997713506639,14.9085193074656,12.5897151046917,11.3237233714043,12.9848844911475,14.3602564271866,18.3490152306242,16.321890514124,14.8466102794194,12.2583597945313,13.421218698802,13.1174158651837,15.2265066240242,15.437194311288
204,"BEN","Benin",38.2222197060552,38.0807323871145,36.1327359761965,34.63751282582,30.8152758003837,30.6462373698377,31.3409849519838,32.3606290789789,32.2491568321857,30.6595373290167,25.5057981893318,23.6912057214096,18.706533365409,17.6949666550268,18.2571679276286,25.0967839209309,35.9877440809989,37.1012318862169,32.263534794471,26.5263678973278,31.4988369789822,37.4444558262045,41.9888250733885,46.5609087529002,47.2856586214937,49.5403248958287,42.5383021976864,41.8517858773071,50.4533451488297,52.631835798801
60,"BMU","Bermuda",28.2538407922548,26.4345144032231,25.625849437253,26.1978092291051,27.350774701568,25.9696435636174,26.3188631502257,27.0369917511855,27.29905184203,25.4501229677851,23.3506180971681,22.6072019667878,22.2074683116715,20.5992389919162,18.4381160471978,18.0783902909185,17.6537108553275,17.5211098070917,16.2478476506575,16.7399270291306,15.0577262782319,14.6742847348353,12.2096785312342,11.7184418206006,11.3997572452498,12.5916531934436,13.1451093655803,13.3365079846834,11.1654484487305,10.7199823915581
64,"BTN","Bhutan",207.098112671774,210.227138398424,202.754492665186,208.893891686087,211.385523590775,223.940846367721,222.950652626459,226.362932963189,228.158110529873,231.690184930377,223.884828099392,201.878167258183,194.453815800386,203.917326032109,215.060622934236,212.154377967394,217.09811427044,240.802096020649,246.771107996547,230.943278205464,214.442822010533,223.612503642771,238.022935640975,232.367201787248,208.433545152429,202.717053744755,222.78643610903,239.189732009259,219.208738981756,218.243172355998
68,"BOL","Bolivia",21.3055725524503,19.3567996113887,17.8130118491991,15.2370951550091,16.8572080972846,15.269500069192,12.4563735351067,8.90383649652207,9.26387547303524,9.22393638954995,7.59661991783526,6.55618101702469,7.3180193425021,8.20973677945942,9.61279840792518,11.846804308154,13.199955537244,13.054575091453,8.16473609291679,7.80661852602318,9.31370108117699,15.296643962004,19.8001411303988,14.3246224963164,13.3119740607325,13.6715840245766,20.9552896177662,20.9523394675407,23.3361404272172,25.5346847060924
70,"BIH","Bosnia and Herzegovina",55.1260415090011,57.5584703920709,54.5471147571633,59.9450482314398,59.1184622227859,57.6480452450616,50.40982851264,48.5741902544263,41.7515508575083,37.8884182396948,33.9299177728217,33.3941804327814,38.0112999695993,37.7175926359602,36.4971548416024,31.5506577524562,30.2307025007512,29.151555373541,26.3488881472485,24.5674245239855,24.8821155435933,26.8878155406135,28.4164796165635,28.7076042739221,28.0509519890728,23.8698795227725,22.518892101904,20.1367701452698,24.0317623836265,24.0054623314741
72,"BWA","Botswana",38.4461023424251,41.0777914153793,37.7583224414521,37.0507250092689,34.3459805774241,35.785277491138,37.1484756488695,38.4978732197447,39.5363075597327,43.1001382824735,37.8117200425589,37.2260271337365,30.0270141883614,29.9445864438068,44.2628220526251,56.8342895824969,74.4915339639489,65.6458423219459,54.9437103113118,42.9185560275987,38.510860138496,41.311474001506,45.5814302194052,45.2794490550699,39.8531369402124,34.2540541530969,39.2089884774815,44.1180328292272,41.1840461061169,41.0895326212804
76,"BRA","Brazil",20.2760533231549,19.0217244310383,19.5284772246781,20.0297365054476,21.6381380443863,21.3702895618702,21.5956475836364,21.1045434759275,22.3728041034073,21.3808048271742,18.5713470296028,19.9626854934736,20.8451385425653,20.1883336839119,15.3992241539813,13.8592254777059,15.3483782674589,14.5945466524995,12.2787597211517,11.5935478453927,13.3177972055252,17.1958508393725,18.6111532295926,19.599706058355,19.2468079981651,18.8584330715035,20.5141793184444,18.5739125718665,25.1508129811731,27.1990466633463
92,"VGB","British Virgin Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
96,"BRN","Brunei Darussalam",5.35159742840584,6.52722828420251,6.52499226905046,9.42208970389524,6.44062189671371,5.72886383553011,10.2337623599173,26.5273010131579,27.4619008376947,12.8437431973748,3.52831518660043,5.23426621606729,5.09027880916215,8.59461954496484,6.16608194179725,9.93400318947319,9.89221194979922,8.88683715417351,7.0828030545961,5.72452166718381,5.42646002007884,5.7616408540033,6.28194569183322,6.60804658435606,7.09423755914641,7.22367624897654,6.20669929420742,2.02671121206205,5.87655176748161,6.07319327204618
100,"BGR","Bulgaria",56.8935525684822,53.9441040057,54.6688280891901,58.1035685802251,58.4837959241548,57.8194827808808,50.9377078720013,47.7761374124072,34.7829763164343,24.2946522716488,15.1477591979179,16.0454698609947,26.821834011623,32.9411618608356,31.1859030976115,23.1518125944303,24.6981028314732,27.0057168406375,29.0466549052129,27.4610320864915,25.6141317232466,25.0384829174124,26.025725227351,27.1332095320257,25.2743766308734,22.1269954118284,19.1734477099949,18.0610894652488,19.2937463904974,18.2311343984324
854,"BFA","Burkina Faso",19.254546858358,18.9885332839056,17.4589816196816,16.6112755198798,14.6555532373297,14.2393305977214,14.9218254050752,16.2170023198805,16.2102237871176,15.442600165156,11.6977373516017,9.69984922300204,7.68212313969218,8.89184753336156,10.7284555138051,13.9571747120624,17.743763150394,17.349845443329,13.8692238922123,11.3009091976687,13.4897602719137,16.0470118835232,17.7125620795872,21.4172968878678,23.7005856555691,25.7115951594922,22.0544512385497,21.0646065829804,27.7132381406093,29.1387322545652
108,"BDI","Burundi",36.1289261437861,36.8257299329602,32.5423566381874,26.5656743936915,23.2592544080267,26.8118449491705,27.3378177981255,29.7070758743713,23.4689627714191,28.6004607066265,19.1918653134682,18.7203209485196,12.4283586076682,12.2177954242773,21.3731544163798,32.6243156214527,46.4362519895046,36.5784194893535,25.352788669903,21.4965468278461,27.4849109912711,34.6790667871857,39.145029733726,45.1812097141053,45.2973554888321,46.1151926905597,41.7875850718556,43.775530825982,57.4554402169436,62.0903941964427
132,"CPV","Cabo Verde",14.9085971344675,14.1867925232303,13.9199726225035,12.0546761575697,10.0384374706986,8.93879341900788,8.12428864550384,8.80981205462449,8.16583519757284,9.54439460503125,7.50498364282226,6.08525983030552,5.45966079010772,6.2497023176676,6.20928385696218,4.95541841647045,4.85512280096677,4.99972624454139,4.4874048955351,5.15684089771267,6.98964552739351,8.52816923739842,8.28875741048587,10.6151441196645,11.2770737881721,11.3218551846095,8.1252397328804,5.46520729927145,12.8782452832817,13.5660731513184
116,"KHM","Cambodia",10.4350406232365,11.610021875309,11.8243001863336,13.1940669921439,11.9612253942406,11.7545217732458,11.319290636463,14.218017941357,11.6827589400629,10.9619849730607,6.74927092702787,10.2198098705781,12.2046203645832,19.7205826525076,20.5087830448082,18.6528846651593,20.0991073588209,21.0224770448807,22.9157476706305,19.1730175125176,25.9720449178729,35.7190636604567,41.2884451490603,35.7923171976537,28.3918780400733,27.7060060190336,23.9805376082161,20.2616122082986,28.7988091058557,29.1786333072947
120,"CMR","Cameroon",47.0388554334085,46.40457904283,43.9981177327028,41.9969222214935,38.0854678558313,37.263700838724,33.5224427407375,31.3282297901652,28.6452518482669,26.702563692993,19.7331637633257,17.1758911370161,14.7531918560144,16.8417773701484,20.8494702473179,30.2237566040996,41.1498590708137,39.8939563671537,30.2135781545992,23.7488386143921,25.557748156803,29.6059409032984,30.6162557871644,34.7128964083015,36.2954455251087,39.5511079437805,37.2973699090955,38.0058451780943,43.4134579403526,45.5711660885919
124,"CAN","Canada",15.3402950122857,13.6121027204788,13.1907983049326,12.7938831723049,14.6233403987731,16.0938509774234,15.4964897253377,17.0929048333183,19.1727088675083,18.1393728147072,17.919389786892,17.1330409315191,19.5089854166715,16.8482477962116,16.412393466659,15.4630339625124,15.9376638015238,15.1470368059744,13.8181251792697,13.3205856785059,12.515500795906,13.7031754109463,13.495781601893,13.4606153559012,13.1449638344879,12.659049255156,11.9796893568625,9.85109439866036,11.9671352061401,12.0022177981556
136,"CYM","Cayman Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
140,"CAF","Central African Republic",149.857522020238,151.574251200195,142.832161243358,136.368166999297,129.915028495684,145.380764012458,142.02677340544,135.799219890096,116.661833402789,109.480169625916,84.4764112794918,72.76634917227,64.9332223231246,74.593924364908,80.9452080182381,110.337360986415,133.250772439683,139.301894337284,113.232247045585,96.919809370633,95.0188879819566,95.7290635249932,88.2261004193294,91.3626158244223,86.7748732939903,100.908614358772,115.007542463283,137.366522252758,117.870970553463,120.794471849258
148,"TCD","Chad",44.9635976497316,42.0602376590562,37.5579330508086,35.3223727554902,32.8409059087611,32.8495124233216,33.3733909773198,35.2964510477277,33.1713606212565,32.093848306627,23.4003828050808,21.0626328817406,19.3428494400867,23.170457376805,29.5378906313339,37.8740025801135,47.6592515744945,48.1285869027645,38.6636837530118,33.1032005629399,32.3270402463057,36.3664856602794,35.9922692193604,40.9965395909613,42.6813054184586,44.3528760189582,42.1102820826399,43.201356372997,47.2352803808747,48.745793954706
152,"CHL","Chile",14.7683184671279,14.1348563863499,13.666594491376,14.0094657390081,14.3241612939272,13.6647893653352,12.653755929609,12.1990097238718,13.6795938920023,14.7297239233843,13.9926797517847,14.9774775778171,14.6386512098837,14.0897072806743,12.6380723240091,11.7345050056787,11.6077939635308,11.6821441112108,10.6494212730747,9.70644642235445,8.99727329303716,8.67102028386033,7.20447373872226,6.48269304620057,6.71663610741838,7.40507646502212,8.47537326095187,7.18158393822424,7.17313089107853,7.14366299001485
156,"CHN","China",280.555233694024,272.93564978986,280.026444421217,277.509310125559,282.599982432287,276.734233751051,274.008366323975,274.068191267531,256.718199813991,260.558188296655,245.438247212346,238.758207202591,228.448965121856,229.348631999883,234.879987027113,225.422809027024,223.925406520652,215.39216765738,214.874230831398,191.524902078403,178.175605819647,156.417911237475,131.599471189643,108.138573525991,94.589640302773,94.7304272789653,102.184919621425,102.670967262718,81.2555610368657,77.1445963259342
170,"COL","Colombia",10.7364427856002,11.2033465195937,11.4497659936515,11.4532833283325,12.2041453739807,13.0497942812352,13.3756980450155,12.5252147418984,11.8915631264599,12.0176371432495,10.0667768051373,13.2499314266297,14.6858315310877,14.665943444634,9.83796994566341,7.27869916700559,7.33810577293824,6.65790357705164,6.21363193191363,5.29380917298557,4.97774490575644,5.7384368488252,8.41900242575966,7.80989476140713,7.01120742019048,5.47787142165748,5.83483247114951,3.7079763747782,6.75544816701676,6.984980677676
174,"COM","Comoros",1.67481151392971,1.8719983283263,2.00950138883046,1.8906114252133,1.65895652766981,1.38733256762405,1.21710638847936,1.24080555175201,1.44862274290882,2.11725499660877,0.900154789481629,0.938288142539313,0.445774046013663,0.473854103236027,0.711396566667766,1.72836592656366,3.62801834101917,3.52897909460378,2.36567966387616,1.31484815371476,1.7034348776524,2.97986371515843,4.23240589900687,6.47865342263519,6.34781085983491,6.5255242114765,3.29318990650643,1.51072899463996,6.84987086973005,8.03316066845568
184,"COK","Cook Islands",18.7148823892199,21.9875784884699,27.2405347121695,31.0089804067247,26.1253366462123,20.1380398052166,18.6673779024008,22.4752343786272,25.2154054403808,24.7320891277272,20.0336556415046,17.7765827568573,17.8077606798736,15.9841096687005,14.8750024543798,14.1378013966524,15.7968529167334,14.3113513170187,13.5581498667877,11.7198048553473,10.922391452322,10.0107618991922,9.18571260750879,10.8334963678431,10.1053160500557,10.1908900127225,8.60842060335584,6.02082449580971,8.474161810126,8.29821037139664
188,"CRI","Costa Rica",9.19273331889075,9.43887524482757,9.98104049610136,9.6598338966215,10.4782585965594,11.3519502286373,11.6500760712207,12.4625442117688,13.0852391868388,15.0953530004112,13.4259630650762,17.1782914011227,14.7777424868192,15.5587720147838,10.1573544560512,7.33225401041586,7.04605720730565,5.90623682661991,5.50583078032599,3.92040344383923,4.97509458729884,6.0868215581652,8.6981636875826,7.37657855471457,6.45072350566729,5.19652808603654,6.0148054171434,4.2734929642497,7.2718101528609,7.62202778919864
384,"CIV","Cote d'Ivoire",16.698643436421,17.830519986161,16.3514342691779,16.2559917307282,14.1475459768789,12.2971071478387,12.7402000107402,13.5608613161374,14.2354470653035,12.3922260877463,7.54441506629036,6.9105486485825,4.82695771966667,4.79160780857701,6.02844853920549,10.4224158883694,18.4892593747732,17.2574730942797,12.2171322003556,8.17111391842888,10.9833853085362,15.3379286048576,20.0266850706198,24.1409084762757,26.0479218539186,27.0336678740967,20.4935213752796,17.3258403005009,28.9562556753651,31.1562263399643
191,"HRV","Croatia",29.7202387037423,28.7681065018592,27.8590817846391,30.3578588018103,30.14591245749,29.967718158197,27.9243130153498,28.5428064855945,27.1217414223765,28.2956758094147,25.8091562489296,25.4579880273815,28.8269987213918,30.3411984230179,30.3548062236302,27.0315363374556,26.8277813164651,27.9500105253462,27.6763037203836,26.8715315032693,26.2691706695333,28.3017577513364,29.5999969902696,28.7169646499136,28.4441137226772,27.647365035665,26.5613815725458,25.169116902057,26.621159314712,26.5952215588236
192,"CUB","Cuba",7.43702406692839,9.26594250726126,11.0553619487214,11.1726249360924,10.3323300010205,10.1805524888395,12.0415644954135,14.3749379813461,17.067966559969,19.3454901103944,16.8467125196811,15.194746998289,13.6646808994467,14.6071321856385,15.5075904558354,15.9196187601693,15.8057272027951,15.2116410837593,14.2350374946255,14.0381845949954,15.158322592439,15.4568450410972,15.281863436074,15.5887973803827,12.3767528299666,11.9447569399847,10.1735378978906,9.80834236470529,10.9707376057316,9.9432288864561
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",65.2280079058679,68.3988618274078,68.8321951628794,68.6556076270759,62.9631715414117,60.1731701108441,55.7007146156771,52.6250241201144,46.479762428528,44.5151415525162,45.4871560133337,46.5315056832512,46.9138503074597,43.7022086111401,43.0018296646986,38.5794077175953,38.8231541222263,34.9945391473075,36.8802841165059,33.7298217563861,36.1897691129311,34.0660527285123,35.7463734902275,36.5427304184675,36.6221016815127,37.3271183315754,34.8456084254301,33.6528272605651,34.9437838686487,35.0964085737951
203,"CZE","Czech Republic",28.3237528665413,26.2792169080622,24.1195682207126,23.8424584014667,22.9078036235855,21.686197207603,18.7602721481607,17.7738441354102,17.568173749722,18.5507434811029,18.0658011556041,19.3686539222072,22.7857054550178,24.9483052405504,24.6920224159075,23.0630725322216,22.671835526134,22.0610745765998,20.5743421984912,19.9525700289522,19.9921997520026,21.3180710349651,23.1446972198046,24.6965238139148,26.0434319177159,26.3394036725064,25.3049612557905,23.2303314981496,24.807657198406,24.1546933781443
180,"COD","Dem. Rep. Congo",57.0979635419174,60.6317895374973,55.6164797232525,53.0751985913746,46.1627938888364,47.9410156838141,45.8080469678794,45.1227254781172,40.0591706301569,39.3309020824119,26.4873032489235,25.9022675969176,18.6435427450345,21.8255669778114,33.6887803335691,57.2534491340255,77.199827022992,68.9172041193022,52.3817447626459,43.3125259238559,48.2171318007363,55.2743990107637,62.017656176548,65.985828472298,65.8350160150642,57.7575836996448,55.8248502718846,55.641745715859,68.0083268753013,71.3554250584156
208,"DNK","Denmark",21.0918768666567,24.4258534810039,24.2468247678368,30.1084688634318,31.6408454880094,37.3788410565217,38.857818684823,37.7987934375967,39.5573713429284,36.1647751319589,31.8728032902636,27.9547543298784,31.3898286831239,32.2018943886432,28.6450328623591,27.6083532386402,26.6540335804966,28.882120170612,25.4191539987309,25.8088359020591,24.9333589574057,25.0760844558808,27.8790613388753,28.7121743374586,27.4519986564488,24.3057734677484,20.6549492497231,18.2923984953305,21.6989293741064,21.1637803056
262,"DJI","Djibouti",15.6505769041801,14.8761869102129,14.1092669209489,14.1955453540565,14.1272406660465,14.7045152792828,12.8618310377093,13.1951129050142,13.6283598722125,17.2784828448857,14.4066643695143,12.7327504939322,10.4251020870218,11.0306323410904,12.4201300869399,14.1897276420959,18.3448836606534,19.4244511016288,15.8318514074113,12.553883025419,13.9270373627298,17.2505836308138,18.589793072317,20.4493549718467,20.2817941677186,22.2175271936354,21.5553319977355,21.9128772587447,26.0802044822883,27.925011545158
212,"DMA","Dominica",5.83855638812667,6.1359824138264,6.49762860317612,6.45227566655836,6.0317709531797,5.98131108080669,5.2453644215128,5.65009289767481,4.92949334092969,4.8860541393325,3.46672908031617,4.66631225913332,4.60100899635536,4.61530250820666,2.26926807900922,1.24757854608334,1.34914014813295,2.0575704682831,2.58815032175352,2.72162263113899,1.54759214990077,0.998332788128761,1.08896877384711,1.36224904834089,1.1180833680786,0.624122330751137,0.490914149704497,0.0568545848834478,0.275521940168128,0.258401865943325
214,"DOM","Dominican Republic",8.82009897262924,8.96394376829936,9.26957908387348,8.54750942548564,8.79454362264023,9.58455903187672,10.102748843167,9.95289736002247,9.509442371179,10.1374775425862,9.04174647621384,11.4128628742164,12.0906420934089,13.6755922721205,9.86476335807493,7.87068811889929,7.95908909241363,8.61335864799749,8.63806095235346,8.08174098981628,8.51113930555238,10.138670052674,10.5937084794925,9.90884052856067,7.7539516977149,7.09463379100807,7.23351039303326,5.91005585435187,7.07140507978875,6.67510364461978
